2950288
STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,WT09,WT11
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-17,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-18,,,,,0.42,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-19,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-20,,,,,0.01,0.1,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-21,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-22,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-23,,,,,0.54,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-24,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-25,,,,,0.37,1.8,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-26,,,,,0.74,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-27,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-02-28,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-01,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-02,,,,,0.11,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-03,,,,,0.11,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-04,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-05,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-06,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-07,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-08,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-09,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-10,,,,,0.38,0.5,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-11,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-12,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-13,,,,,0.52,0.1,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-14,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-15,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-16,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-17,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-18,,,,,0.12,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-19,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-20,,,,,0.29,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-21,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-22,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-23,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-24,,,,,0.37,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-25,,,,,0.87,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-26,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-27,,,,,0.42,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-28,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-29,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-30,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-03-31,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-01,,,,,0.33,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-02,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-03,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-04,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-05,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-06,,,,,0.13,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-07,,,,,0.38,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-08,,,,,0.75,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-09,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-10,,,,,0.01,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-11,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-12,,,,,0.01,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-13,,,,,0.06,,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-14,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0023,"WARWICK 3.2 NNE, RI US",41.7475,-71.4088,15.8,2022-04-15,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-01,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-02,,,,,0.43,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-03,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-04,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-05,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-06,,,,,0.34,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-07,,,,,0.24,5,5,,,,,,,0.2,0.2,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-08,,,,,0.06,1,4.5,,,,,,,0.3,0.1,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-09,,,,,0,0,4,,,,,,,0.3,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-10,,,,,0.1,,0,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-11,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-12,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-13,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-14,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-15,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-16,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-17,,,,,1.13,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-18,,,,,0.22,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-19,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-20,,,,,0.05,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-21,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-22,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-23,,,,,0,0,0,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-24,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-25,,,,,0.04,1,1,,,,,,,0,0,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-26,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-27,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-28,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-29,,,,,0.34,3,3,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-30,,,,,0.45,11,13,,,,,,,,0.4,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-01-31,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-01,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-02,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-03,,,,,0,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-04,,,,,0.24,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-05,,,,,1.21,0.4,0.4,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-06,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-07,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-08,,,,,1.21,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-09,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-10,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-11,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-12,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-13,,,,,0.06,0.6,0.6,,,,,,,0.1,0.1,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-14,,,,,0.38,9,9,,,,,,,0.4,0.4,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-15,,,,,0,0,7,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-16,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-17,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-18,,,,,0.98,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-19,,,,,0.04,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-20,,,,,0.02,0,0,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-21,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-22,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-23,,,,,0.58,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-24,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-25,,,,,0.33,1.5,1.5,,,,,,,0.3,0.3,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-26,,,,,0.68,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-27,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-02-28,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-01,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-02,,,,,0.11,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-03,,,,,0.1,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-04,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-05,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-06,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-07,,,,,0.03,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-08,,,,,0.02,,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-09,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-10,,,,,0.42,1.5,1.5,,,,,,,0.4,0.4,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-11,,,,,0,0,,,,,,,,,,,,,,,,,,,
US1RIKN0021,"COVENTRY 1.9 NE, RI US",41.711403,-71.547798,85.3,2022-03-12,,,,,0.01,,,,,,,,,,,,,,,,,,,,
